japaneseChar	simpChineseChar	tradChineseChar	pinyin	kunyomi	onyomi	englishMeaning
㴞				はびこる	トウ,ドウ	(same as 滔) fluent, to fill; to prevail
溍					シン	water
溓				ねばりつく	レン,デン,ネン,カン,ガン,ゲン,ラン,リン	sticky; thin rice
溙				みなと,あつまる	タイ,ソウ	
溠					サ,シャ,シ	river in Hubei province
溭					ショク,ジキ	
溮					シ	river in Henan province
溳					ウン,イン	river in Hubei
溿				みずぎわ	ハン	
滀				あつまる	チク	a body of water
滃					オウ,オ	swelling, rising, dispersing
滈				ながあめ	コウ,ゴウ,カク,コク	downpour; river in Shaanxi
滉				ひろい	コウ,オウ	deep
滊					キ,ケ,ケツ,ケチ	a river name; a long rain
滍					チ,ジ	place in Henan
滝				たき	ソウ,ロウ,リョウ	onomatopoeic for the sound of falling rain; an ancient name for Wu Shui; a place in Guangdong
滫				とぎしる	シュウ,シュ	water in which rice has been boiled
滭				わく	ヒツ,ヒチ	
滮				ながれる	ヒュウ,ヒュ	flow; (Cant.) to ooze; to spurt
滻				おおい	サン,セン	a river in Shaanxi
滽					ヨウ,ユ	strong or thick (liquid)
漄				はて	ガイ	
漈				みずぎわ	セイ,サイ	shore; waterside
漊					ル,ロウ	river in Hubei province
漌				きよい,ひたす	キン,コン	
漍					カク,キャク	a river
漐					チュウ,ジュウ	
漑				そそぐ	ガイ,カイ,キ,ケ	water
漖					コウ,キョウ	(Cant.) a branching river (used in toponyms)
漘				みずぎわ	シン,ジン	bank
漛				なみ	トウ,ドウ	
漢						
漥				くぼ	ワ	puddle, hollow, swamp
漦				ながれる	ギ,ライ,タイ,シ,ジ,チ,リ,サン	saliva; spittle; flowing downstream
漰					ホウ,ヒョウ	roar
漻					リョウ,リュウ,ル,ギョウ,リャク,レキ,コウ	
漼				ふかい	サイ,スイ,ズイ,セ,ゼ	having the appearance of depth
潅				そそぐ	カン	pour; water; irrigate, flood
潏					ケツ,ケチ,シュツ,ジュチ,イチ,イツ	reclaimed land; dike, embankment
潒				ただよう	トウ,ドウ,ショウ,ゾウ	
潓					ケイ,エ	
潗				わく	シュウ	friendly; harmonious
潚				きよい	シュク,ショウ,シュウ	gay; deep
潝					キュウ,コウ,オウ,ヨウ	agree
潟				かた	セキ,サク,ジャク,テキ,シャク	land impregnated with salt from the tide
潠					ソン,セン	to blow out; to puff out
潡				おおみず	トン,ドン	
潨				あつまる,みずあい,きし	ソウ,ズ,ショウ,シュ,ゾウ,シュウ	gather; flow into (water); sound of waters flowing together
潬				す	タン,ダン,セン,ゼン	a rapid; a sand-bank; a foreshore
潽					ホ,フ	
潾				きよい	リン,ラン,レン	clear water
澂				すむ,すます,すみ	チョウ,ジョウ	clear and still water
澃				きよい	ゲイ,キョウ,ケイ	
澋				めぐる	コウ,ギョウ,ケイ	
澐					ウン	billows
澑				したたる,ためる,たまり	リュウ	slide, glide, slip; slippery
澒					コウ,ク,グ,ゴウ	vast
澓					フク,ブク	
澔				ひろい	コウ	radiance of gems
澖				はてがない	カン,ゲン	
澘					サン,セン	
澚				おき,くま	イク,オク,オウ	
澟				さむい	リン	
澥					カイ,ゲ	a blocked stream; gulf
澦					ヨ	place in Sichuan
澨				つきじ	セイ,ゼイ,エイ	shore; river in Hubei
澪				みお	レイ,リョウ	water route; shipping channel
澯				きよい	サン	
澰				なぎさ	レン,ラン	overflowing
澵					シン	
澼				ただよい	ヘキ,ヒャク,ケキ,キャク	bleach; wash, clean
濅				うるおう,ひたす	シン	
濆				わく,ほとり	フン,ホン	river bank; river in Henan province; gush
濈				やわらぐ	シュウ,ソウ,ジョウ,ゾウ	many
濊					カイ,ケ,サイ,セ,ワイ,エ,カチ,カツ	vast, expansive, deep; dirty
㵤					ソウ	to overflow; to spread
濔					デイ,ナイ,ビ,ミ,ベイ,メイ	many
濚				おがわ	エイ,ヨウ	a stream, eddy; to eddy
濨					シ,ジ	
濩					カク,ワク,コ,ゴ	pour down, cascade down; look
濹				ぼく	ボク	
濽					サン	
瀀				あつい	ユウ,ウ	
瀇					オウ,コウ	extensive body of water; broad and deep of water; momentum of moving water deep and wide
瀊					ハン,バン	
瀍					テン,デン	river in Henan province
濳				ひそむ,もぐる	セン	hide, conceal, secrete; hidden
瀗					ケン,コン	
瀞				きょい,とろ	ジョウ,セイ	pool in a river
瀬				せ	ライ	swift current; rapids
瀯				おがわ	エイ,ヨウ	
瀴				ふかい	エイ,ヨウ,ベイ,ミョウ,オウ	
瀷				ながれ	ヨク,イキ,ショク,シキ,チキ,チョク	
瀺					サン,ザン,セン,ゼン	sound
瀼				どろ	ジョウ,ニョウ,ドウ,ノウ,ショウ,ソウ	river in Henan province; flowing
灇					ソウ	
灈					ク,グ	
灉					ヨウ,ユ	a river in Shandong province; a sluice
灊					セン,ゼン,シン,ジン	
灋				のり	ホウ,ハツ,ホツ	law
灔				なみ	エン	waves, billows
㶚					ハ	(a variant of 灞) name of a river in Shanxi
灎				なみ	エン	movement of water; overflowing, billowing; wavy
灥				たくさんのいずみ	シュン,ジュン,セン,ゼン	a group of springs
灬				れつか	ヒョウ,カ	fire; radical number 86
灮				ひかある,ひかり	コウ	
炆				あたたか	ブン,モン	(Cant.) to simmer, cook over a slow fire
炗				ひかある,ひかり,ひかる	コウ	
炘				あぶる	キン,コン	brilliant, shining, bright
炛				てるす	ヨウ,キョウ,コウ	
炟					タツ,タチ	
炰				あぶる	ホウ,ビョウ,フウ,フ	roast, broil; bake
炴					ヨウ,オウ,エイ	
烋				さいわい,めでたい,よい	コウ,キュウ,キョウ,ク	boast
烑				ひかる	ヨウ	
烓				かまど,おきかまど	エイ,エ,ケイ,キョウ,キ,イ,ケ,エツ	stove
烔				あつい	トウ,ズ,ヅ	heat
烜				かわかす	テン,カン,キ,ケン	light of the sun; to dry in the sun
烺				ひ	コウ,ロウ	(said of fire) bright
焃				あかい	カク,キャク,ケキ	
焄				いぶす,ふすべる,くすべる	クン	rising flames or fumes; aroma
焅				かわかす	コク,コウ	(Cant.) to roast, suffocate
焆					エツ,エチ,ケン,エン,ケツ,ケチ	
焇				かわす,かわかす,とろかす	ショウ,ソウ	
焈					キ	
焋					ソウ,ショウ	
焌				やく,きえる	シュン,ソン,サン,シュツ,シュチ	to light
焏				すみやか,すけ,たすく,つぐ	キョク,ケ,ジョウ	
㷀					ケイ	(same as 焭 煢 惸) solitary; alone; single; brotherless; friendless; helpless, dice; a kind of gambling game played in ancient times
焔				ほのお	エン,セン,ゼン	flame, blaze; glowing, blazing
焜				かがやく	コン,ゴン	fire, flames; bright, shining
焞				あきらか	トン,ドン,タイ,ツイ,サン,ソン,シュン,ジュン	dim
焠				やく,そめる,にらぐ	サイ,スイ,セ	temper; burn
焫				やく	ゼツ,ネチ	(Cant.) hot; to scald, burn
焭				ひとりもの	ケイ	orphan; alone, desolate
焮				かがやく,てらす,やく	キン,コン	heat, radiate heat; broil; cauterize
焸					コ,ク,ケイ,キョウ	
焼				やく,やき,やける	ショウ	burn; bake; heat; roast
煮						boil; cook
煁				かまど	シン,ジン	hearth; (Cant.) soft, tender
煆				あつい,やく	カ,ケ	raging fire; to forge, work
煋				あつい	セイ,ショウ	
煐					エイ,ヨウ	
煓					タン	
煕				ひかり,ひかる,たのしむ,ひろい,よろこぶ	キ,イ	bright, splendid, glorious
煗				あたたか,あたためる	ダン,ナン	warm
煚				ひ	ケイ,キョウ	fire
煠				やく,ゆでる,あげる	ヨウ,チョウ,ソウ,ジョウ,ゾウ	to fry in fat or oil. to scald
㷔					エン	(same as non-classical form of 焰) flame; blaze; glowing; brilliant
煹				のろし	コウ,ク	
熀				さかん	ヨウ,キョウ,コウ	the blaze of fire; dazzling
熅				うずみび,あたたか,あつい,のす	ウン,オン,オツ,オチ	smooth out, iron out
熇				あつい,あぶる,きびしい,ほのお	コク,カク,コウ,キョウ	bake
熌				もえあがる	セン	
熕				おおずつ	コウ	cannon; (kokuji)
熖				ほのお	エン	(same as 燄) flame; blazing, brilliant
熚					ヒツ,ヒチ	
熛				はやい,はやて,とびひ	ヒョウ	blaze
熢				のろし,とぶひ	ホウ,ボ	
熮					リュウ,ル,リョウ	
熯				がわく,あぶる,もやす,やく	ゼン,ネン,ガン,カン	by fire
熰				まるやき	オウ,ウ	great drought; heat
熺				あかるい,あぶる	キ	dim light, glimmer; warm
熿				かがやく	コウ,オウ	
燀				たく,かしぐ	セン,タン	to make a fire; blaze
燋				たいまつ,こがす,こげる,つかれる,やく	ショウ,ジョウ,セキ,シャク,サク	scorch, burn, scald; torch
燌				たく,やく	フン,ホン	
燓				やく,やきがり	フン,ブン,ハン,ボン	
燖				にる	シン,ジン,セン,ゼン	reheat food
燗				かん,かんする	ラン,カン	warming sake, to heat sake
燚					イツ,イチ	used in people's names
燬				やく	キ,カ	burn down; blaze, fire
燵					タツ	a foot-warmer
燸				あたためる	ジユ,ニュ,ダン,ジュ	
爀				あかい,かがやく	カク	
㸅					ショク,セツ,セチ,ソキ,シツ,シチ	ashes; candle end
爇				やく	ゼツ,ネチ,ゼイ,ネイ,ネツ	burn
爈				やく,やまび	リョ,ロ	
爉					ロウ,リョウ	
爕				やわらげる	ショウ	
爓				ひかり,ほのお,ゆでる	エン,セン,ゼン,シン,ジン	flame; brilliant, blazing
爗				さかん,かがやく	ヨウ,ユウ,オウ	bright, glorious, splendid; a flame
爚				ひかる	ヤク,シャク	bright; fiery
爟				やく	カン,ケン,ゲン	fire
爤				ただれる	ラン	
爫						
爯				となへ,あげる	ショウ	
爴				つかむ,さらう	カク	
爼				まないた	ショ,ソ	a small table or tiered stand filled with meat offerings
丬				しょうへん	ショウ,ゾウ	half of tree trunk; rad. no. 90
爿				だい,きぎれ,しょうへん	ショウ,ゾウ	half of tree trunk; Kangxi radical 90
牁				くい	カ	mooring stake; painter, mooring
牂				めひつじ	ソウ,ゾウ,ショウ	female sheep, ewe
牃				ゆずりは	オウチョウ,ヨウ,ショウ,ジ,チョウ,ジョウ	
牅				かきね	ヨウ	
牎				まど	ソウ	window
牏					チュ,ジュ,ユ,シュ,トウ,ズ	privy hole
牐				いたがこい	ソウ,ジョウ,ゾウ	sluice; flood gate, canal lock
牓				ふだ	ボウ,ホウ	tablet; public notice; register
牗				まど	ユウ,ユ	
牚				はしら	トウ,チョウ	
牞					キュウ,ク	
牣				みさる	ジン,ニン	fill, stuff; full
牨				おうし	コウ,チン	
牫				きる	カ,バツ	
牮				つつぽり	セン	a prop, beam
牱					カ	
牷				いけにえ	セン,ゼン	cow or ox of one color, perfect
牸				めす,めうし	シ,ジ	the female of certain animals; to bring forth young of animals
牻				まだら	ボウ,モウ	cattle with a mixture of black and white hair
牼					コウ,キョウ,カン,ケン,ケイ	ox shank, person's name
㸿				こうし	トク,ドク	(abbreviated form of 犢) a calf
犉					ジュン,ニン,ゼン,ネン	an ox with yellow hair and black lips
犎					ホウ,フ	the zebu, or humped-ox
犓					ス,シュ,スウ	
犠				いけにえ	ギ,キ,サ	sacrifice, give up; sacrificial
犨					シュウ,シュ	panting of cow; grunting of ox
犮					ハツ,バチ	to pull up
犱					ケキ,キャク	
犾					ギン	
狆				ちん	チュウ	Pekinese dog, lap dog, pug; pup
狇					ボク	
㹠					トン,ドン	(same as 豚) a small big; a sucking pig, to shuffle along without lifting the feet
狉				こだぬき	ヒ	fox-cub
狌				しようじよう	セイ,ショウ,ソウ	livestock
狕					オウ,ヨウ	
狖					ユウ,ユ	a gibbon with a long tail and prominent nose
狘					ケツ,カチ	jump
狛				こま	ハク,ハ,ヘキ,ビャク,ヒャク,ベ	lion-dog shrine guardians
㹦					チョウ	dog with a short tail, (same as non-classical form 貂) the sable; the marten; mink
㹨					ユウ	(same as 貁 non-classical form 狖) a kind of animal (looks like weasel), an ape with black color and long tail
狟					カン,ガン,ケン	
狢				むじな	カク,バク	animal name
狾					セイ,ケイ	
猂				たかし,あらし	カン	
猅					ハイ,バイ	
猇					オウ,ヨウ,コウ,キョウ,チ,ユウ,ユ	the scream or roar of a tiger; to intimidate; to scare
猍				たぬき	ライ,リ	
猒				あきる	エン,オウ,ヨウ	
猘				あらい	セイ,ケイ	fierce dog; furious, frenzied
猟				かり,かる	リョウ	hunt; field sports
猪				いのしし,い	チョ	pig
猤				たけしい,いさましい	キ,ギ	
猧				ちん	カ,ワ	
猯				いのしし	タン	wild boar
猲				おおかみ	カツ,カチ,リョウ,ケツ,キョウ,ケチ,コウ,カイ	smoke or flames from fire; roast
猳					カ,ケ	
猵					ヘン,ヒン,ビン,ヒ	
㺃					コウ	(same as 狗) a dog; canine
猺					ヨウ	jackal; name of a tribe
猽					ベイ,ミョウ,メイ	
獏				ばく	バク,ミャク,ボ,モ	the panther; the tapir
獖					フン,ブン,ホン,ボン	
獘					ヘイ,ベイ,ヘツ,ベチ,バイ	collapse
獝				くるう	キツ,キチ,イツ,イチ	devil
獞					トウ,ズ	name of a variety of dog; wild tribes in South China
獟					ギョウ,ゴウ,キョウ	
獣				けもの,けだもの	ジュウ,シュウ,シュ	beast, animal; bestial
㺔					キ,カイ	a kind of beast, a legendary monster
獦				おおかみ,かり	カツ,カチ,リョウ	
獩					ワイ,エ	
獮				かり,ころす	セン	hunt; autumn hunting; to capture with a fine net
獱					ヒン,ビン,ヘン	a kind of otter
獹				いぬ	ロ,ル	a hound
玃				おおざる	キャク,カク,ケキ,ク,コ	a large ape found in western China
玊					シュク,キュウ,ショク,ク,ソク	
玐					ハツ,ハチ	
玓				ひかる	テキ,チャク	pearly
玔					セン	green jade
玕					カン	inferior variety of gem
玗					ウ	a jade-like stone
玘				たま	キ	court-dress jewels
玜				たま	コウ,ク	
玞					フ	an inferior agate
玠					カイ	large jade tablet used by officials at court to indicate their ranks
玥					ゲツ,ガチ	mysterious gem; pearl
玦				ゆがけ	ケツ,ケチ	broken piece of jade
玨					カク	two pieces of jade joined together
玪					カン,ケン,ゲン,ギン,ゴン,リン	
玭					ヒン,ビン,ヘン,ベン,ヘイ,ベイ	a pearl
玵					ガン	
玹				いし	ケン,ゲン	jadelike precious stone; jade-colored
玼				あざやか	セイ,サイ,サ,シ,ジ	beautiful color of gem; flaw in
玽					コウ,ク	
玿					ショウ,ジョウ	
珅					シン	a kind of jade
珆					イ,タイ	
珋				いし	リュウ,ル	
珌				かざり	ヒツ,ヒチ,ヘツ,ベチ,ヘチ	ornament
珒				たま	シン	
珓					コウ,キョウ	two hemispherical objects used in divination
珖				たま	コウ	carat
珝				たま	ク	
珡				こと	キン	(variant of 琴) guqin or zither
珣				たま	シュン	name of a kind of jade
珦					キョウ,ドウ,ショウ,コウ	a kind of jade
珮				おびだま	ハイ	jade ornament
珱					エイ,ヨウ,オウ	a necklace made of precious stones
珴					ガ	
珵					テイ,ジョウ,チョウ	
珸					ゴ	jewel
珹				たま	セイ,ジョウ	type of jade; pearl
珺					クン	beautiful jade
珻				たま	バイ,メ,マイ	
珽					テイ,チョウ	jade tablet
珿				ひとしい	シュク,スク,サク	
琁					ゼン,セン,ケイ,ギョウ	beautiful jade; star
琄				たま	ケン,ケイ,ギョウ	scabbard; traces, reins
琇					シュウ,シュ,ユウ,ウ	coarse variety of jasper or jade
琑				ちいさい,くさり	サ	
琓					カン	
琢						polish
琤					ソウ,ショウ	jade of jade being; tinkle
琩				みみだま	ショウ	
琫				ささげる	ホウ,フ,ホ	ornament
琭				たま	コク,ロク	jade like stone
琯					カン,コン	a jade tube used as an instrument
琱				きざむ	チョウ	engrave, inlay, carve; exhaust
琲				つらぬく	ハイ,ベ	necklace
琹				こと	キン	
瑀					ウ	stone resembling jade; agate
瑃					チュン	
瑄					セン	an ornamental piece of jade several inches across with a hole in the center
瑆					セイ,ショウ	
瑍					カン	
瑑				うきぼり	テン,デン,ジン,チン,チ,ジ	carve, engrave, cut out, sculpt
瑒					チョウ,トウ,ジョウ,ヨウ,ドウ	a kind of jade
瑓					レン	
瑝					コウ,オウ	
瑢					ヨウ,ユ	gem ornaments for belts
瑦					オ,ウ	
瑧				たま	シン	
瑨					シン	jade look alike stone
瑫					トウ	
瑮				うつくしい	リツ,リチ	
瑱				みみだま	テン,チン,シン	a gem used as ear plug; a jade earring
瑲					ショウ,ソウ	tinkling sound tinkling of pendant gems
瑳				みがく	サ	luster of gem; lustrous, bright
璅					ソウ,サ	gem
璆					キュウ,ク,ユウ,ユ,グ,チュウ,チュ,リュウ,ル	beautiful jade; tinkle
璈					ゴウ	ancient musical instrument
璏					テイ,デイ,エツ,オチ,エイ,エ,ダイ	
璑				いし	ブ,ム	
璒				いし	トウ	
璗					トウ,ドウ	yellow gold
璘					リン	luster of jade
璙				しろがね	リョウ	
璚					ケイ,ギョウ,ケツ,ケチ	splendid
