japaneseChar	simpChineseChar	tradChineseChar	pinyin	kunyomi	onyomi	englishMeaning
裙	裙	裙	qún	もすり,も,もすそ	クン,グン	skirt, apron, petticoat
然	然	然	rán	もえる,しかれども,しかして,しか,しからば,しかり,しかるに	ゼン,ネン	yes, certainly; pledge, promise
燃	燃	燃	rán	もえる,もやす,もす	ネン,ゼン	burn; light fire, ignite
染	染	染	rǎn	そめる,しみる,そまる,しみ	セン,ネン,ゼン	dye; be contagious; infect
譲	让	讓	ràng	ゆずる,せめる	ジョウ	allow, permit, yield, concede
嚷	嚷	嚷	rǎng	わめく,どなる	ジャウ,ジョウ	shout, brawl, make uproar, cry
壌	壤	壤	rǎng	つち	ジョウ	soil, loam, earth; rich
饒	饶	饒	ráo	ゆたか	ジョウ,ニョウ	bountiful, abundant, plentiful
遶	绕	繞	rào	めぐる	ジョウ,ニョウ,ショウ,ノウ	entwine; wind around; surround
擾	扰	擾	rǎo	みだれる,わずらわし,みだす	ジョウ,ニョウ,ドウ,ノウ	disturb, annoy, agitate
熱	热	熱	rè	あつい	ネツ,ゼツ,ネチ	hot; heat; fever; restless; zeal
惹	惹	惹	rě	ひく	ジャ,ジャク,ニャ,ニャク	irritate, vex, offend, incite
人	人	人	rén	ひと	ジン,ニン	man; people; mankind; someone else
仁	仁	仁	rén	ひと,いつくしむ	ジン,ニン,ニ	humaneness, benevolence, kindness
壬	壬	壬	rén	みずのえ	ジン,ニン	ninth heavenly stem
任	任	任	rèn	まかせる,になう,たえる,まかす	ニン,ジン	trust to, rely on, appoint; to bear, duty, office; allow
刃	刃	刃	rèn	は,やいば,きる	ジン,ニン	edged tool, cutlery, knife edge
妊	妊	妊	rèn	はらむ	ニン,ジン	conceive, be pregnant
衽	衽	衽	rèn	えり,おくみ,も	ジン,ニン	lapel; hidden lapel of coat
認	认	認	rèn	みとめる,したためる,みとめ	ニン,ジン,ジョウ	recognize, know, understand
韌	韧	韌	rèn	しなやか	ジン,ニン	strong and pliable, resilient; (Cant.) tough, elastic
飪	饪	飪	rèn	にる	ジン,ニン	cooked food; cook until well done
忍	忍	忍	rěn	しのぶ,しのび,しのばせる	ニン,ジン	endure, bear, suffer; forbear
稔	稔	稔	rěn	みのる,とし,みのり	ジン,ニン,ネン	ripe grain; harvest; to know, be familiar with
荏	荏	荏	rěn	え	ジン,ニン	beans; soft, pliable; herb
仍	仍	仍	réng	よる,しきりに,なお	ジョウ,ニョウ	yet, still, as ever; again; keep -ing, continuing
扔	扔	扔	rēng	よる,ふれる,すてる	ジョウ,ニョウ	throw, hurl; throw away, cast
日	日	日	rì	ひ,か,ひび	ニチ,ジツ,ジョク,ニキ	sun; day; daytime
容	容	容	róng	いれる,ゆるす,かたち,なんぞ	ヨウ,ユ	looks, appearance; figure, form
栄	荣	榮	róng	さかえる,はえる,さかえ,はえ	エイ,ヨウ	glory, honor; flourish, prosper
溶	溶	溶	róng	とける,とかす,とく	ヨウ,ユ	to melt, dissolve; overflowing with
絨	绒	絨	róng	ねりいと,けおり	ジュウ,ニュ	silk, cotton, or woolen fabric
茸	茸	茸	róng	しげる,たけ,きのこ	ジョウ,ジュウ,ニュ	soft, downy; buds, sprouts
蓉	蓉	蓉	róng		ヨウ,オウ,ユ	hibiscus; Chengdu, Sichuan
融	融	融	róng	とおる,とける	ユウ,ユ	melt, fuse; blend, harmonize
冗	冗	冗	rǒng	むだ	ジョウ	excessive; superfluous
揉	揉	揉	róu	もむ	ジュウ,ニュ,ジョウ,ニョウ	rub, massage; crush by hand
柔	柔	柔	róu	やわらかい,やわらげる,やわら,やわらか	ニュウ,ジュウ,ショ,ニュ	soft; gentle, pliant
肉	肉	肉	ròu	しし,にく	ニク,ジュウ,ジク,ジュ,ニュ	flesh; meat; Kangxi radical 130
儒	儒	儒	rú	やわらか,うるおす,したがう	ジュ,ニュ	Confucian scholar
如	如	如	rú	ごとく,しく,ゆく,ごとくする,ごとし,もし	ジョ,ニョ	if, supposing; as if; like, as
濡	濡	濡	rú	うるおう,ぬれる,うるおす,ぬれ,うるおい	ジュ,ニュ,ニ,ニョ,ナン,ジュウ,ゼン,ネン,ダ,ナ	immerse, moisten; wet, damp
入	入	入	rù	いる,はいる,いれる,しお	ニュウ,ジュ,ジュウ	enter, come in(to), join
褥	褥	褥	rù	しとね	ジョク,ニク	mattress, cushion; bedding
鳰	鳰	鳰	rù	にお		grebe; (kokuji)
乳	乳	乳	rǔ	ちち,ち	ニュウ,ジュ,ニュ	breast, nipples; milk, suckle
汝	汝	汝	rǔ	なんじ	ジョ,ニョ	you
辱	辱	辱	rǔ	はずかしめ,かたじけな,はずかしめる,かたじけない	ジョク,ニク	humiliate, insult, abuse
軟	软	軟	ruǎn	やわらか,やわらかい	ナン,ゼン,ネン	soft, flexible, pliable; weak
叡	睿	睿	ruì	あきらか,さとい	エイ	astute, profound, shrewd
瑞	瑞	瑞	ruì	しるし,みず,めでたい	ズイ,スイ	felicitous omen; auspicious
睿	睿	睿	ruì	あきらか	エイ	shrewd, astute, clever, keen
蚋	蚋	蚋	ruì	か,ぶよ	ゼイ	gnat, mosquito
鋭	锐	鋭	ruì	するどい,はやい	エイ,タイ,エツ	sharp
蕊	蕊	蕊	ruǐ	しべ	ズイ,セン,セツ,ニ,セチ	unopened flowers, flower buds
潤	润	潤	rùn	うるおう,うるむ,めぐみ,うるおす,うるおい	ジュン,ニン	soft, moist; sleek; freshen
閏	闰	閏	rùn	うるう	ジュン,ニン	intercalary; extra, surplus
弱	弱	弱	ruò	よわい,よわる,よわまる,よわめる	ジャク,ニャク	weak; fragile, delicate
若	若	若	ruò	もしくは,わかい,したがう,ごとし,このしく,なんじ,もし	ジャク,ニャク,ジャ,ニャ	if, supposing, assuming; similar
鶸	鶸	鶸	ruò	ひわ	ジャク,ニャク	light yellowish-green
薩	萨	薩	sà	すくう	サツ,サチ	transliteration of 'sat' in 'bodhisattva,' etc.
颯	飒	颯	sà	ひしぐ,はやて,みだれる	サツ,ソウ,ロウ,ラン,ソク,リュウ	the sound of the wind; bleak; melancholy
洒	洒	灑	sǎ	あらう	セイ,セン,シャ,サイ,シ,ソン,セ,サ	sprinkle; scatter; pour; to wipe away; to shiver
撒	撒	撒	sā	まく	サン,サツ	release, cast away, let go; disperse; relax
賽	赛	賽	sài	むくいまつる	サイ	compete, contend; contest, race
塞	塞	塞	sāi	ふさぐ,みちる,とりで	ソク,サイ	stop up, block, seal, cork; pass, frontier; fortress
鰓	鳃	鰓	sāi	えら,あぎと	サイ,シ	fish gills
散	散	散	sàn	ちる,ちらす,ちらかす,ちらかる	サン	scatter, disperse, break up
傘	伞	傘	sǎn	かさ	サン	umbrella, parasol, parachute
三	三	三	sān	みつ,みたび,み,みっつ	サン,シン	three
喪	丧	喪	sàng	も,うしなう,ほろびる	ソウ	mourning; mourn; funeral
嗓	嗓	嗓	sǎng	のど	ソウ	voice; throat
桑	桑	桑	sāng	くわ	ソウ	mulberry tree; surname
嫂	嫂	嫂	sǎo	あにょめ,あによめ	ソウ	sister-in-law, elder brother's wife
掃	扫	掃	sǎo	はく,はらう	ソウ	sweep, clear away; exterminate
騒	骚	騷	sāo	さわぐ,さわがしい,うれい	ソウ,ショウ	harass, bother, annoy, disturb
嗇	啬	嗇	sè	おしむ,やぶさか	ショク,シキ	miserly, thrifty, stingy; stopped up, constipated
渋	涩	澀	sè	しぶい,しぶ,しぶる	ジュウ,シュウ	astringent; harsh; uneven, rough
瑟	瑟	瑟	sè	おおごと	シツ,シチ,シ	large stringed musical instrument; dignified, massive; sound of wind
色	色	色	sè	いろ	ショク,シキ	color, tint, hue, shade; form, body; beauty, desire for beauty; Kangxi radical 139
森	森	森	sēn	もり	シン	forest; luxuriant vegetation
僧	僧	僧	sēng	ぼうず	ソウ,ショウ	Buddhist priest, monk; san of Sanskrit sangha
	啥	啥	shá			what?
厦	厦	廈	shà	いえ	カ,サ,シャ	big building, mansion
傻	傻	傻	shǎ		サ,セ	foolish, silly, stupid; an imbecile
刹	刹	剎	shā	はたばしら,てら,くに	サツ,セチ,セツ	temple, shrine, monastery
殺	杀	殺	shā	ころす,そぐ,けずる,へらす	サツ,セツ,サイ,セイ,シ	kill, slaughter, murder; hurt; to pare off, reduce, clip
沙	沙	沙	shā	すな,よなげる	サ,シャ,シ	sand, gravel, pebbles; granulated
煞	煞	煞	shā	ころす	サツ,サイ,セツ,セチ	malignant deity; baleful, noxious; strike dead
砂	砂	砂	shā	すな	サ,シャ	sand; pebbles, gravel; gritty
紗	纱	紗	shā	うすぎぬ	サ,シャ,ビョウ,ミョウ	gauze, thin silk; yarn, thread
莎	莎	莎	shā	はますげ	サ,シャ,スイ	kind of sedge grass, used anciently for raincoats
裟	裟	裟	shā		サ,シャ	a cassock or robe of a monk
晒	晒	曬	shài	さらす,さらし	サイ,シ	dry in sun, expose to sun
篩	筛	篩	shāi	ふるい	シ,サイ	sieve, filter, screen; sift
善	善	善	shàn	よい,よくする,よしとする	ゼン,セン	good, virtuous, charitable, kind
扇	扇	扇	shàn	おうぎ,あおぐ	セン	fan; door panel
擅	擅	擅	shàn	ほしいまま	セン,ゼン	monopolize; claim; arbitrarily; to dare
繕	缮	繕	shàn	つくろう	ゼン,セン	repair, mend; rewrite, transcribe
膳	膳	膳	shàn	すすめる,そなえる	セン,ゼン	meals, provisions, board
閃	闪	閃	shǎn	ひらめく	セン	flash; avoid, dodge, evade
陝	陕	陝	shǎn		セン	mountain pass; Shaanxi province
刪	删	刪	shān	けずる	サン	to cut; delete, erase; to geld
山	山	山	shān	やま	サン,セン	mountain, hill, peak
杉	杉	杉	shān	すぎ	サン,セン	various species of pine and fir
珊	珊	珊	shān	さんち	サン,サツ,サチ,サンチ	coral
苫	苫	苫	shān	とま	セン,テン	rush or straw matting
衫	衫	衫	shān	ころも,はだぎ	サン	shirt; robe; gown; jacket
裳	裳	裳	shang	も,もすそ	ショウ,ジョウ	clothes; skirt; beautiful
上	上	上	shàng	うえ,かみ,のぼる,うわ,あげる,あがる,のぼせる,のぼす,たっとぶ,たてまつる,ほとり	ジョウ,ショウ	top; superior, highest; go up, send up
尚	尚	尚	shàng	くわえる,たっとぶ,ねがう,こいねがう,たかい,なお,ひさしい	ショウ	still, yet; even; fairly, rather
晌	晌	晌	shǎng	まひる	ショウ	noon, midday; moment; unit land measurement equal to seven mou (see 畝), or the area that can be sown in one day
賞	赏	賞	shǎng	ほめる	ショウ	reward, grant, bestow; appreciate
傷	伤	傷	shāng	きず,いたむ,いためる,そこなう,やぶれる,きずつける	ショウ	wound, injury; fall ill from
商	商	商	shāng	あきなう,あきんど,はかる	ショウ	commerce, business, trade
勺	勺	勺	sháo	しゃく	シャク	spoon, ladle; unit of volume
哨	哨	哨	shào	みはり	ショウ,ソウ,チョウ	whistle, blow whistle; chirp
紹	绍	紹	shào	つぐ	ショウ,ジョウ	continue, carry on; hand down; to join
邵	邵	邵	shào		ショウ,ジョウ	surname; various place names
少	少	少	shǎo	すくない,すこし,しばらく,かく,わかい	ショウ	few, less, inadequate
捎	捎	捎	shāo	とる	ソウ,ショウ	to select; to take; to carry
梢	梢	梢	shāo	こずえ	ショウ,ソウ	pointed tip of something long like a branch; rudder
焼	烧	燒	shāo	やく,やき,やける	ショウ	burn; bake; heat; roast
稍	稍	稍	shāo	ようやく,やや,すこし	ソウ,ショウ	little, slightly; rather
蛸	蛸	蛸	shāo	たこ	ソウ,ショウ	long legged spider; octopus; chrysalis of mantis
舌	舌	舌	shé	した	ゼツ,セツ,カツ,ゲチ,ゼチ	tongue; clapper of bell; Kangxi radical 135
蛇	蛇	蛇	shé	へび	ジャ,イ,ダ,タ,シャ,チ,ヤ,ジ	snake
射	射	射	shè	いる,あてる,さす,いとう	シャ,セキ,ジャ,ジャク,エキ,ヤク,ヤ	shoot, eject, issue forth, emit
懾	慑	懾	shè	おそれる	ショウ	afraid, scared, fearful
摂	摄	攝	shè	おさめる,かねる,とる,かわる	セツ,ジョウ,ショウ,キョウ,ソウ	take in, absorb; act as deputy
渉	涉	涉	shè	わたる,かかわる	ショウ,ジョウ,チョウ	ford stream
社	社	社	shè	やしろ,くみあい,こそ	シャ,ジャ	god of the soil and altars to him; group of families; company, society
設	设	設	shè	もうける,しつらえる,もし,もうけ	セツ,セチ	build; establish; display; particle of hypothesis, supposing
赦	赦	赦	shè	ゆるす	シャ,サク,シャク	forgive, remit, pardon
奢	奢	奢	shē	おごる	シャ	extravagant, wasteful; exaggerate
舍	舍	舍	shě,shè	やどる	シャ,セキ,シャク	house, dwelling; dwell, reside
誰	谁	誰	shéi	だれ,たれ	スイ,ズイ	who? whom? whose? anyone?
什	什	什	shén	くみ,とう,まじる	シュウ,ジュウ	file of ten soldiers; mixed, miscellaneous
神	神	神	shén	かみ,こう,たましい,かん	シン,ジン	spirit, god, supernatural being
鰰	鰰	鰰	shén	はたはた,いな		sandfish; (kokuji)
慎	慎	慎	shèn	つつしむ,つつしみ	シン	act with care, be cautious
渗	渗	滲	shèn	しみる,にじむ	シン,ソン	soak through, infiltrate
甚	甚	甚	shèn	はなはだ,なに,はなはだしい	シン,ジン,ソ	great extent; considerably
腎	肾	腎	shèn	かなめ	ジン,シン	kidneys; testes, gizzard
嬸	婶	嬸	shěn		シン	wife of father's younger brother
審	审	審	shěn	つまびらか	シン,ハン	examine, investigate; judge
瀋	渖	瀋	shěn	しる	シン	juice; liquid; water; leak, pour
伸	伸	伸	shēn	のびる,のばす	シン,チン	extend, stretch out, open up; trust
呻	呻	呻	shēn	うたう,うめく	シン	groan, moan; recite with intonation
娠	娠	娠	shēn	はらむ	シン	pregnant
深	深	深	shēn	ふかい,ふかさ,ふかめる,ふかまる,ふかく	シン,ジン	deep; depth; far; very, extreme
申	申	申	shēn	もうす,のびる,さる,かさねる,のべる	シン	to state to a superior, report; extend; ninth earthly branch
紳	绅	紳	shēn	おおおび	シン	girdle; tie, bind; gentry
蔘	蔘	蔘	shēn	にんじん	シン,サン	ginseng; huge
身	身	身	shēn	み,みずから	シン,ケン,カン,ゲン	body; trunk, hull; Kangxi radical 158
鯵	鯵	鯵	shēn	あじ	ソウ	horse mackerel
縄	绳	繩	shéng	なわ,ただす	ジョウ,ビン,ヨウ,ショウ,ミン	rope, string, cord; control
剰	剩	剩	shèng	あまる,あまり,あまつさえ	ジョウ	leftovers, residue, remains
勝	胜	勝	shèng	かつ,まさる,たえる,すぐれる	ショウ	victory; excel, be better than
聖	圣	聖	shèng	ひじり	セイ,ショウ,セント	holy, sacred; sage
盛	盛	盛	shèng	もる,さかん,さかる,さかり	セイ,ジョウ	abundant, flourishing; contain; fill
省	省	省	shěng	かえりみる,はぶく,みる	セイ,ショウ,セン	province; save, economize
升	升	升	shēng	ます,のぼる	ショウ	arise, go up; hoist; advance; hexagram ䷭
声	声	聲	shēng	こえ,こわ	セイ,ショウ,ケイ	sound, voice, noise; tone; music
牲	牲	牲	shēng	いけにえ	セイ,ショウ,ソウ	sacrificial animal; animal
生	生	生	shēng	はえる,おう,うまれる,いきる,いかす,いける,うむ,はやす,き,なま,うぶ	セイ,ショウ,ソウ	life, living, lifetime; birth
甥	甥	甥	shēng	おい,むこ	セイ,ショウ	niece, sister's child
笙	笙	笙	shēng	ふえ	ソウ,ショウ,セイ,シン	small gourd-shaped musical instrument
匙	匙	匙	shi	さじ	シ,ジ,ヒ	spoon; surname
十	十	十	shí	とう,とたび,とお,と	ジュウ,ジツ,ジッ,シュウ,シン	ten, tenth; complete; perfect
塒	埘	塒	shí	ねぐら,とや	シ,ジ	roost
実	实	實	shí	み,みのる,みちる,まこと,まことに,みたす,みのり	ジツ,シツ	real, true; honest, sincere
拾	拾	拾	shí	ひろう,とお	シュウ,ジュウ,ショウ,キョウ	pick up, collect, tidy up; accounting form of the numeral ten
時	时	時	shí	とき,これ,ときに	ジ,シ	time, season; era, age, period
石	石	石	shí	いし	シャク,セキ,コク,ジャク,タン	stone, rock, mineral; Kangxi radical 112
蒔	莳	蒔	shí	うえる,まく,まき	シ,ジ	transplant; plant; dill, Anethum graveolens
蝕	蚀	蝕	shí	むしばむ	ショク,ジキ,リョク,リキ,ロウ,ル	nibble away; erode; eclipse
辻	辻	辻	shí	つじ		crossroads; street
食	食	食	shí	くう,くらう,たべる,めし	ショク,シ,ジキ,ジ,イ	eat; meal; food; Kangxi radical 184
世	世	世	shì	よ	セ,セイ	generation; world; era
事	事	事	shì	こと,つかう,こととする,つかえる	ジ,シ,ズ	affair, matter, business; to serve; accident, incident
仕	仕	仕	shì	つかえる,つかまつる	シ,ジ	official; serve government
侍	侍	侍	shì	さむらい,はべる,さぶらう	ジ,シ	serve, attend upon; attendant, servant; samurai
勢	势	勢	shì	いきおい	セイ,セ	power, force; tendency
嗜	嗜	嗜	shì	たしなむ,たしなみ	シ,ジ	be fond of, have weakness for
士	士	士	shì	さむらい	シ,ジ	scholar, gentleman; soldier
室	室	室	shì	むろ,へや	シツ,シチ,シ	room, home, house, chamber; 13th lunar mansion, determinative star α Pegasi (Markab)
市	市	市	shì	いち	シ,ジ	market, fair; city, town; trade
式	式	式	shì	のり,のっとる	シキ,ショク,トク,チョク,チキ,シ	style, system, formula, rule
拭	拭	拭	shì	ぬぐう,ふく,ぬぐい	シキ,ショク	wipe away stains with cloth
是	是	是	shì	これ,この,ここ,ただしい	ゼ,シ,ジ,ダイ,テイ	indeed, yes, right; to be; demonstrative pronoun, this, that
柿	柿	柿	shì	かき	シ	persimmon
氏	氏	氏	shì	うじ	シ,ジ,セイ,ショウ	clan, family; mister
示	示	示	shì	しめす,しめし	シ,ジ,キ,ギ	show, manifest; demonstrate; Kangxi radical 113
視	视	視	shì	みる	シ,ジ	look at, inspect, observe, see
試	试	試	shì	こころみる,ためす,こころみ	シ,ショク,シキ	test, try, experiment
誓	誓	誓	shì	ちかう,ちかい	セイ,ゼイ,エイ,セツ,ゼチ	swear, pledge; oath
貰	贳	貰	shì	もらう,もらい,おぎのる	セイ,シャ	borrow; pardon; loan
軾	轼	軾	shì	しきみ	ショク,シキ	horizontal wooden bar in front of a sedan chair
逝	逝	逝	shì	ゆく	セイ,セツ	pass away; die
釈	释	釋	shì	とく,すてる,ゆるす,とける	シャク,エキ,セキ,ヤク	interpret, elucidate; release
飾	饰	飾	shì	かざる,かざり	ショク	decorate, ornament, adorn; to deceive
使	使	使	shǐ	つかう,つかい,しむ	シ	cause, send on a mission, order; envoy, messenger, ambassador
史	史	史	shǐ	ふびと,ふみ,さかん	シ	history, chronicle, annals
始	始	始	shǐ	はじめる,はじめ,はじまる,はじめて	シ	begin, start; then, only then
矢	矢	矢	shǐ	や,ちかう,つらねる	シ	arrow, dart; vow, swear
駛	驶	駛	shǐ	はせる,はやい	シ	sail, drive, pilot; fast, quick
失	失	失	shī	うしなう	シツ,イツ,シチ,イチ	lose; make mistake, neglect
屍	尸	屍	shī	しかばね,かばね	シ	corpse, carcass
師	师	師	shī	みやこ,いくさ,おさ	シ	teacher, master, specialist; multitude, troops; hexagram ䷆
施	施	施	shī	ほどこす,しく	シ,イ,セ	grant, bestow; give; act; name
湿	湿	濕	shī	しめる,しめす,うるおう,うるおす	シツ,シュウ,トウ,ゴウ	wet, moist, humid, damp; illness
獅	狮	獅	shī	しし	シ	lion
虱	虱	蝨	shī	しらみ	シツ	louse; bug; parasite
詩	诗	詩	shī	からうた,うた	シ	poetry; poem, verse, ode
鰤	鰤	鰤	shī	ぶり	シ	a yellowtail (fish)
識	识	識	shí,shì	しる,しるし,しるす	シキ,ショク,シ	recognize, understand, know
獣	兽	獸	shòu	けもの,けだもの	ジュウ,シュウ,シュ	beast, animal; bestial
受	受	受	shòu	うける,うけ,うかる	ジュ,シュウ,トウ	receive, accept, get; bear, stand
